,id,name,artist,playlist id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
65,29JaVsOOOQ3aedppR4u3wz,"Stormy Love, NM.",ZHU,DONNA,0.618,0.692,4,-6.995,0,0.0517,0.133,0.258,0.0885,0.492,176.991,audio_features,spotify:track:29JaVsOOOQ3aedppR4u3wz,https://api.spotify.com/v1/tracks/29JaVsOOOQ3aedppR4u3wz,https://api.spotify.com/v1/audio-analysis/29JaVsOOOQ3aedppR4u3wz,227717,4
66,2eUHnqD40lDblRzHyWsS33,Time To Waste,Jake The Rapper,DONNA,0.646,0.685,1,-10.461,1,0.0428,0.002,0.89,0.0904,0.341,121.995,audio_features,spotify:track:2eUHnqD40lDblRzHyWsS33,https://api.spotify.com/v1/tracks/2eUHnqD40lDblRzHyWsS33,https://api.spotify.com/v1/audio-analysis/2eUHnqD40lDblRzHyWsS33,427968,4
67,194KtrSAjOLEGz8rQUtqcF,All Them Looks,Ed Nine,DONNA,0.807,0.783,9,-9.87,0,0.0519,0.0011,0.117,0.0699,0.853,123.008,audio_features,spotify:track:194KtrSAjOLEGz8rQUtqcF,https://api.spotify.com/v1/tracks/194KtrSAjOLEGz8rQUtqcF,https://api.spotify.com/v1/audio-analysis/194KtrSAjOLEGz8rQUtqcF,380000,4
68,3mnpVW7HeT2wvRgX1iFaJx,Rub Anotha Dub,Walker & Royce,DONNA,0.707,0.789,0,-7.339,1,0.0713,0.00072,0.627,0.521,0.63,125.991,audio_features,spotify:track:3mnpVW7HeT2wvRgX1iFaJx,https://api.spotify.com/v1/tracks/3mnpVW7HeT2wvRgX1iFaJx,https://api.spotify.com/v1/audio-analysis/3mnpVW7HeT2wvRgX1iFaJx,266667,4
69,12gwzCkGOz4X7rWFcCMgJN,Thumbs,Steve Darko,DONNA,0.902,0.575,4,-6.553,0,0.0696,0.0117,0.589,0.116,0.636,123.02,audio_features,spotify:track:12gwzCkGOz4X7rWFcCMgJN,https://api.spotify.com/v1/tracks/12gwzCkGOz4X7rWFcCMgJN,https://api.spotify.com/v1/audio-analysis/12gwzCkGOz4X7rWFcCMgJN,242690,4
70,0DRC6k7M2WlGeoPwyv815Q,Where You Come From,Disclosure,DONNA,0.795,0.96,5,-5.773,1,0.0487,0.00587,0.897,0.0658,0.413,125.009,audio_features,spotify:track:0DRC6k7M2WlGeoPwyv815Q,https://api.spotify.com/v1/tracks/0DRC6k7M2WlGeoPwyv815Q,https://api.spotify.com/v1/audio-analysis/0DRC6k7M2WlGeoPwyv815Q,239280,4
71,26FB3QR46zBbkp1yX4GI4b,B.F.O.D.A.A.S.,Mall Grab,DONNA,0.761,0.843,8,-4.672,0,0.0527,0.00851,0.892,0.11,0.716,120.987,audio_features,spotify:track:26FB3QR46zBbkp1yX4GI4b,https://api.spotify.com/v1/tracks/26FB3QR46zBbkp1yX4GI4b,https://api.spotify.com/v1/audio-analysis/26FB3QR46zBbkp1yX4GI4b,381654,4
72,4sWJCVOn705QUBCDt81bPB,O'Neal,Baltra,DONNA,0.877,0.579,5,-11.503,0,0.521,0.548,0.881,0.111,0.632,125.984,audio_features,spotify:track:4sWJCVOn705QUBCDt81bPB,https://api.spotify.com/v1/tracks/4sWJCVOn705QUBCDt81bPB,https://api.spotify.com/v1/audio-analysis/4sWJCVOn705QUBCDt81bPB,354286,4
73,4dH4F4QwQcisqbDtn0RcRC,Hollow,FABS#,DONNA,0.804,0.853,8,-10.121,1,0.0502,1.88e-05,0.829,0.0767,0.859,123.98,audio_features,spotify:track:4dH4F4QwQcisqbDtn0RcRC,https://api.spotify.com/v1/tracks/4dH4F4QwQcisqbDtn0RcRC,https://api.spotify.com/v1/audio-analysis/4dH4F4QwQcisqbDtn0RcRC,363872,4
74,2Vt5yfzBBsYwy8z525XbMr,My Own Thang,Walker & Royce,DONNA,0.956,0.398,1,-8.748,1,0.168,0.00595,0.00129,0.0968,0.391,125.007,audio_features,spotify:track:2Vt5yfzBBsYwy8z525XbMr,https://api.spotify.com/v1/tracks/2Vt5yfzBBsYwy8z525XbMr,https://api.spotify.com/v1/audio-analysis/2Vt5yfzBBsYwy8z525XbMr,277934,4
75,0zlTLKnLY5hYur9w2hPLqB,Wiggly Worm,Billy Kenny,DONNA,0.808,0.428,10,-9.358,1,0.0563,0.000596,0.787,0.0519,0.434,123.002,audio_features,spotify:track:0zlTLKnLY5hYur9w2hPLqB,https://api.spotify.com/v1/tracks/0zlTLKnLY5hYur9w2hPLqB,https://api.spotify.com/v1/audio-analysis/0zlTLKnLY5hYur9w2hPLqB,312702,4
76,6yzeQx4Eznsp9Fckx3P5A9,YTO - OMNOM's 4am Remix,J. Worra,DONNA,0.839,0.591,6,-7.596,1,0.0658,0.103,0.104,0.149,0.38,125.018,audio_features,spotify:track:6yzeQx4Eznsp9Fckx3P5A9,https://api.spotify.com/v1/tracks/6yzeQx4Eznsp9Fckx3P5A9,https://api.spotify.com/v1/audio-analysis/6yzeQx4Eznsp9Fckx3P5A9,341760,4
77,2ZvW0yOrdHycJWal3ERDFT,Are You Not Afraid - J. Worra F No Remix,deadmau5,DONNA,0.963,0.789,9,-6.179,1,0.226,0.00521,0.111,0.041,0.849,123.992,audio_features,spotify:track:2ZvW0yOrdHycJWal3ERDFT,https://api.spotify.com/v1/tracks/2ZvW0yOrdHycJWal3ERDFT,https://api.spotify.com/v1/audio-analysis/2ZvW0yOrdHycJWal3ERDFT,300204,4
78,2rz3oMxwfjlGsWGehdAj9C,Can't Help The Way That I Feel - David Penn Remix - Radio Edit,Sneaky Sound System,DONNA,0.79,0.898,11,-5.998,1,0.0653,0.00126,0.696,0.105,0.527,124.012,audio_features,spotify:track:2rz3oMxwfjlGsWGehdAj9C,https://api.spotify.com/v1/tracks/2rz3oMxwfjlGsWGehdAj9C,https://api.spotify.com/v1/audio-analysis/2rz3oMxwfjlGsWGehdAj9C,209032,4
79,3pUIHp223RtmS92hgjw4g3,Mono Tono,Qubiko,DONNA,0.848,0.744,8,-9.353,0,0.102,0.0171,0.876,0.411,0.613,122.02,audio_features,spotify:track:3pUIHp223RtmS92hgjw4g3,https://api.spotify.com/v1/tracks/3pUIHp223RtmS92hgjw4g3,https://api.spotify.com/v1/audio-analysis/3pUIHp223RtmS92hgjw4g3,314754,4
80,5xryoIVvbvCKufj8JKisGp,On Board (ABGT300WD),Dosem,DONNA,0.606,0.695,1,-12.64,1,0.0409,0.0104,0.914,0.132,0.314,124.041,audio_features,spotify:track:5xryoIVvbvCKufj8JKisGp,https://api.spotify.com/v1/tracks/5xryoIVvbvCKufj8JKisGp,https://api.spotify.com/v1/audio-analysis/5xryoIVvbvCKufj8JKisGp,278573,4
81,53K056Ej2EBsE7vDiqsKDo,Go to Sleep,Alexander Aurel,DONNA,0.824,0.715,0,-7.66,1,0.0699,0.000132,0.764,0.0961,0.634,125.004,audio_features,spotify:track:53K056Ej2EBsE7vDiqsKDo,https://api.spotify.com/v1/tracks/53K056Ej2EBsE7vDiqsKDo,https://api.spotify.com/v1/audio-analysis/53K056Ej2EBsE7vDiqsKDo,385000,4
82,7ANJG9L4qowXSz29Sei9cu,Projection - Original Mix,Dosem,DONNA,0.797,0.815,11,-6.867,0,0.04,0.00174,0.942,0.0867,0.181,123.997,audio_features,spotify:track:7ANJG9L4qowXSz29Sei9cu,https://api.spotify.com/v1/tracks/7ANJG9L4qowXSz29Sei9cu,https://api.spotify.com/v1/audio-analysis/7ANJG9L4qowXSz29Sei9cu,375484,4
83,7C140Suif4dH8VuR7wONBl,Tears - Latmun Remix,Prok & Fitch,DONNA,0.788,0.843,2,-8.287,1,0.0504,0.0031,0.827,0.0506,0.465,123.991,audio_features,spotify:track:7C140Suif4dH8VuR7wONBl,https://api.spotify.com/v1/tracks/7C140Suif4dH8VuR7wONBl,https://api.spotify.com/v1/audio-analysis/7C140Suif4dH8VuR7wONBl,411632,4
84,2ChSNCWDprSWvj9GZRKzZd,Glide,Channel Tres,DONNA,0.734,0.568,2,-12.769,1,0.0615,0.00297,0.739,0.0989,0.148,118.99,audio_features,spotify:track:2ChSNCWDprSWvj9GZRKzZd,https://api.spotify.com/v1/tracks/2ChSNCWDprSWvj9GZRKzZd,https://api.spotify.com/v1/audio-analysis/2ChSNCWDprSWvj9GZRKzZd,266404,4
85,01ubHaknOWpKWJxRGXGuDf,(I Wanna) Make Luv 2 U,LK,DONNA,0.769,0.803,10,-8.463,0,0.14,0.0119,0.746,0.0972,0.732,119.999,audio_features,spotify:track:01ubHaknOWpKWJxRGXGuDf,https://api.spotify.com/v1/tracks/01ubHaknOWpKWJxRGXGuDf,https://api.spotify.com/v1/audio-analysis/01ubHaknOWpKWJxRGXGuDf,337433,4
86,4nKTGZzfaY9eoWVqegX6J6,Right Back,Sharam Jey,DONNA,0.922,0.922,6,-6.605,1,0.129,0.0559,0.649,0.0751,0.627,124.996,audio_features,spotify:track:4nKTGZzfaY9eoWVqegX6J6,https://api.spotify.com/v1/tracks/4nKTGZzfaY9eoWVqegX6J6,https://api.spotify.com/v1/audio-analysis/4nKTGZzfaY9eoWVqegX6J6,222720,4
87,19QNlKCXaBKAIsBwDLO4nC,Another 24 - Extended Mix,Jacky (UK),DONNA,0.799,0.842,2,-7.908,1,0.0811,0.0771,0.422,0.635,0.827,128.009,audio_features,spotify:track:19QNlKCXaBKAIsBwDLO4nC,https://api.spotify.com/v1/tracks/19QNlKCXaBKAIsBwDLO4nC,https://api.spotify.com/v1/audio-analysis/19QNlKCXaBKAIsBwDLO4nC,321190,4
88,29MOOOmMRPeWyPwKQFoF5t,I Feel Love,Sam Smith,DONNA,0.719,0.708,0,-7.418,1,0.0417,0.00645,0.201,0.064,0.256,126.015,audio_features,spotify:track:29MOOOmMRPeWyPwKQFoF5t,https://api.spotify.com/v1/tracks/29MOOOmMRPeWyPwKQFoF5t,https://api.spotify.com/v1/audio-analysis/29MOOOmMRPeWyPwKQFoF5t,254453,4
89,4RshAcimdjZAiBvVocyepO,Call Me - TR504,Hannah Wants,DONNA,0.781,0.975,8,-9.335,1,0.0708,0.00852,0.3,0.0477,0.855,122.99,audio_features,spotify:track:4RshAcimdjZAiBvVocyepO,https://api.spotify.com/v1/tracks/4RshAcimdjZAiBvVocyepO,https://api.spotify.com/v1/audio-analysis/4RshAcimdjZAiBvVocyepO,312195,4
90,1KJx5kgVmXMYB8JTvLY3zq,"Big Whips, Big Guns",Dj Streaks,DONNA,0.809,0.609,3,-8.669,0,0.0573,0.0711,7.57e-05,0.0551,0.65,135.004,audio_features,spotify:track:1KJx5kgVmXMYB8JTvLY3zq,https://api.spotify.com/v1/tracks/1KJx5kgVmXMYB8JTvLY3zq,https://api.spotify.com/v1/audio-analysis/1KJx5kgVmXMYB8JTvLY3zq,419556,4
91,3YgQmd3NhIymCCDmMpIX5w,I'm Solo,Claude VonStroke,DONNA,0.82,0.682,0,-8.146,1,0.0514,0.0196,0.804,0.104,0.439,123.976,audio_features,spotify:track:3YgQmd3NhIymCCDmMpIX5w,https://api.spotify.com/v1/tracks/3YgQmd3NhIymCCDmMpIX5w,https://api.spotify.com/v1/audio-analysis/3YgQmd3NhIymCCDmMpIX5w,235537,4
92,2YKeWF0cuzDgwr3oAHLWPI,Catch Your Breath - KC Lights Remix,Vlossom,DONNA,0.687,0.934,9,-5.623,1,0.0342,0.00352,0.852,0.153,0.196,125.004,audio_features,spotify:track:2YKeWF0cuzDgwr3oAHLWPI,https://api.spotify.com/v1/tracks/2YKeWF0cuzDgwr3oAHLWPI,https://api.spotify.com/v1/audio-analysis/2YKeWF0cuzDgwr3oAHLWPI,220000,4
93,7tC0AjIzrRS18lO8kaZGuT,Honey - Edit,Eats Everything,DONNA,0.879,0.828,10,-7.979,0,0.0636,0.00242,0.158,0.0787,0.471,126.994,audio_features,spotify:track:7tC0AjIzrRS18lO8kaZGuT,https://api.spotify.com/v1/tracks/7tC0AjIzrRS18lO8kaZGuT,https://api.spotify.com/v1/audio-analysis/7tC0AjIzrRS18lO8kaZGuT,198898,4
94,3r5aHVgJlFZaTDbXMNnfr0,Fearing Love - Club Mix,Serge Devant,DONNA,0.782,0.763,1,-7.407,1,0.0416,0.000462,0.851,0.118,0.453,122.994,audio_features,spotify:track:3r5aHVgJlFZaTDbXMNnfr0,https://api.spotify.com/v1/tracks/3r5aHVgJlFZaTDbXMNnfr0,https://api.spotify.com/v1/audio-analysis/3r5aHVgJlFZaTDbXMNnfr0,448770,4
95,7gjpuOKrkWqUD6PyzryBNA,What's Your Name,Joyce Muniz,DONNA,0.805,0.793,5,-6.318,0,0.0519,0.0028,0.921,0.0852,0.351,125.002,audio_features,spotify:track:7gjpuOKrkWqUD6PyzryBNA,https://api.spotify.com/v1/tracks/7gjpuOKrkWqUD6PyzryBNA,https://api.spotify.com/v1/audio-analysis/7gjpuOKrkWqUD6PyzryBNA,378947,3
96,3qKT70P8cF8FPYce2zsf8j,The Power,David Penn,DONNA,0.793,0.847,10,-6.25,1,0.112,0.000338,0.004,0.237,0.427,123.017,audio_features,spotify:track:3qKT70P8cF8FPYce2zsf8j,https://api.spotify.com/v1/tracks/3qKT70P8cF8FPYce2zsf8j,https://api.spotify.com/v1/audio-analysis/3qKT70P8cF8FPYce2zsf8j,192500,4
97,2rKlHunGaM4lbCNSQtOJJ9,Carolina,Andreas Henneberg,DONNA,0.804,0.71,8,-7.692,0,0.0431,0.0169,0.867,0.0569,0.347,124.0,audio_features,spotify:track:2rKlHunGaM4lbCNSQtOJJ9,https://api.spotify.com/v1/tracks/2rKlHunGaM4lbCNSQtOJJ9,https://api.spotify.com/v1/audio-analysis/2rKlHunGaM4lbCNSQtOJJ9,408000,4
98,49tMnLt1iXNT6QBOsepFyg,All Night Alone - Chris Lake Edit,Josement,DONNA,0.804,0.857,1,-6.814,1,0.118,0.0534,0.824,0.086,0.848,126.001,audio_features,spotify:track:49tMnLt1iXNT6QBOsepFyg,https://api.spotify.com/v1/tracks/49tMnLt1iXNT6QBOsepFyg,https://api.spotify.com/v1/audio-analysis/49tMnLt1iXNT6QBOsepFyg,179304,4
99,0Gv33C5DRmJueolmdFjfU7,Impact (feat. Robyn & Channel Tres),SG Lewis,DONNA,0.67,0.781,11,-4.464,0,0.259,0.0224,2.69e-06,0.298,0.839,116.045,audio_features,spotify:track:0Gv33C5DRmJueolmdFjfU7,https://api.spotify.com/v1/tracks/0Gv33C5DRmJueolmdFjfU7,https://api.spotify.com/v1/audio-analysis/0Gv33C5DRmJueolmdFjfU7,283407,4
0,1ztOeR0UMNFGj6B6b1sAi4,Pick You Up (feat. Penny F),Redondo,DONNA,0.592,0.762,1,-6.601,0,0.0686,0.00463,0.157,0.349,0.432,124.968,audio_features,spotify:track:1ztOeR0UMNFGj6B6b1sAi4,https://api.spotify.com/v1/tracks/1ztOeR0UMNFGj6B6b1sAi4,https://api.spotify.com/v1/audio-analysis/1ztOeR0UMNFGj6B6b1sAi4,199750,4
1,24tuWPgp43mpkwzpPAU8Nm,Five,Dennis Cruz,DONNA,0.809,0.594,5,-10.142,1,0.102,0.000207,0.883,0.0864,0.0801,127.012,audio_features,spotify:track:24tuWPgp43mpkwzpPAU8Nm,https://api.spotify.com/v1/tracks/24tuWPgp43mpkwzpPAU8Nm,https://api.spotify.com/v1/audio-analysis/24tuWPgp43mpkwzpPAU8Nm,314255,4
2,0bV80h4fBusVs1hCyBgocQ,XXXX - Alinka Remix,Adam Port,DONNA,0.801,0.832,1,-9.671,1,0.0751,5.08e-05,0.809,0.0642,0.279,126.01,audio_features,spotify:track:0bV80h4fBusVs1hCyBgocQ,https://api.spotify.com/v1/tracks/0bV80h4fBusVs1hCyBgocQ,https://api.spotify.com/v1/audio-analysis/0bV80h4fBusVs1hCyBgocQ,442960,4
3,4xoF9Pzc1oIAEq8Hyx1Q5F,Flow Now,Froogle,DONNA,0.741,0.758,2,-5.671,1,0.0424,0.63,0.0653,0.11,0.362,103.906,audio_features,spotify:track:4xoF9Pzc1oIAEq8Hyx1Q5F,https://api.spotify.com/v1/tracks/4xoF9Pzc1oIAEq8Hyx1Q5F,https://api.spotify.com/v1/audio-analysis/4xoF9Pzc1oIAEq8Hyx1Q5F,143077,4
4,63e35wfL6GMUp0boIvNBhw,HIT EM WHERE IT HURTS,PawPaw Rod,DONNA,0.78,0.721,6,-6.371,1,0.214,0.126,0.00235,0.078,0.824,178.036,audio_features,spotify:track:63e35wfL6GMUp0boIvNBhw,https://api.spotify.com/v1/tracks/63e35wfL6GMUp0boIvNBhw,https://api.spotify.com/v1/audio-analysis/63e35wfL6GMUp0boIvNBhw,165499,4
5,6pGeWf3SxSkpX8ZcvcbtYC,MIA - Robotaki Remix,RAC,DONNA,0.67,0.818,6,-5.503,0,0.0444,0.0241,0.000455,0.0685,0.644,94.013,audio_features,spotify:track:6pGeWf3SxSkpX8ZcvcbtYC,https://api.spotify.com/v1/tracks/6pGeWf3SxSkpX8ZcvcbtYC,https://api.spotify.com/v1/audio-analysis/6pGeWf3SxSkpX8ZcvcbtYC,240133,4
6,3MCCYUXWRRGVk4sf2IhzoJ,Lazy (feat. David Byrne),X-Press 2,DONNA,0.696,0.679,1,-9.108,1,0.0312,0.00096,6.5e-06,0.111,0.886,130.011,audio_features,spotify:track:3MCCYUXWRRGVk4sf2IhzoJ,https://api.spotify.com/v1/tracks/3MCCYUXWRRGVk4sf2IhzoJ,https://api.spotify.com/v1/audio-analysis/3MCCYUXWRRGVk4sf2IhzoJ,255920,4
7,3stfe0XW3KIF1G1MNyn238,Drowning In Your Love (feat. Jem Cooke) - Mark Knight Remix,Mason,DONNA,0.685,0.973,11,-2.531,0,0.123,0.0773,0.000402,0.154,0.872,120.976,audio_features,spotify:track:3stfe0XW3KIF1G1MNyn238,https://api.spotify.com/v1/tracks/3stfe0XW3KIF1G1MNyn238,https://api.spotify.com/v1/audio-analysis/3stfe0XW3KIF1G1MNyn238,204793,4
8,3zPfyVThoCzQ6IB5CSGDTz,You've Done Enough,Gorgon City,DONNA,0.685,0.791,0,-6.628,1,0.0337,0.016,0.153,0.703,0.539,125.052,audio_features,spotify:track:3zPfyVThoCzQ6IB5CSGDTz,https://api.spotify.com/v1/tracks/3zPfyVThoCzQ6IB5CSGDTz,https://api.spotify.com/v1/audio-analysis/3zPfyVThoCzQ6IB5CSGDTz,213547,4
9,3sN85u5M7FoMmHa8E2aViO,Heybb!,binki,DONNA,0.654,0.972,6,-2.872,0,0.103,0.0174,0.0,0.402,0.687,117.009,audio_features,spotify:track:3sN85u5M7FoMmHa8E2aViO,https://api.spotify.com/v1/tracks/3sN85u5M7FoMmHa8E2aViO,https://api.spotify.com/v1/audio-analysis/3sN85u5M7FoMmHa8E2aViO,148608,4
10,2Oc5ez4PVPnIWAmYr8i99V,Time,SG Lewis,DONNA,0.75,0.819,10,-6.6,0,0.151,0.0674,0.000979,0.308,0.614,116.054,audio_features,spotify:track:2Oc5ez4PVPnIWAmYr8i99V,https://api.spotify.com/v1/tracks/2Oc5ez4PVPnIWAmYr8i99V,https://api.spotify.com/v1/audio-analysis/2Oc5ez4PVPnIWAmYr8i99V,259173,4
11,2tXInxi2XZmiAf2QuWYqSg,Close Enough,Joluca,DONNA,0.809,0.776,10,-8.638,0,0.0542,0.00111,0.875,0.0695,0.566,122.001,audio_features,spotify:track:2tXInxi2XZmiAf2QuWYqSg,https://api.spotify.com/v1/tracks/2tXInxi2XZmiAf2QuWYqSg,https://api.spotify.com/v1/audio-analysis/2tXInxi2XZmiAf2QuWYqSg,352000,4
12,7czwlOhJEegphFAYM1IXHP,More Than A Woman - SG's Paradise Edit,Bee Gees,DONNA,0.679,0.762,10,-4.253,0,0.0316,0.00469,0.23,0.0446,0.511,105.407,audio_features,spotify:track:7czwlOhJEegphFAYM1IXHP,https://api.spotify.com/v1/tracks/7czwlOhJEegphFAYM1IXHP,https://api.spotify.com/v1/audio-analysis/7czwlOhJEegphFAYM1IXHP,357936,4
13,71v9R1OkHXIl4i8cOk7eIO,You're So Just Just - Christian Burkhardt Remix,Rework,DONNA,0.808,0.58,11,-9.364,0,0.0626,0.00073,0.964,0.067,0.887,126.018,audio_features,spotify:track:71v9R1OkHXIl4i8cOk7eIO,https://api.spotify.com/v1/tracks/71v9R1OkHXIl4i8cOk7eIO,https://api.spotify.com/v1/audio-analysis/71v9R1OkHXIl4i8cOk7eIO,416976,4
14,0XUffllWXiuyT72IFX31fg,Witchoo,Durand Jones & The Indications,DONNA,0.804,0.589,11,-11.184,0,0.0801,0.201,0.00285,0.0599,0.762,118.021,audio_features,spotify:track:0XUffllWXiuyT72IFX31fg,https://api.spotify.com/v1/tracks/0XUffllWXiuyT72IFX31fg,https://api.spotify.com/v1/audio-analysis/0XUffllWXiuyT72IFX31fg,222901,4
15,66aoMO408FA4pLR2xWVH3f,Make It Up,Tirzah,DONNA,0.913,0.351,1,-12.246,1,0.311,0.674,0.00253,0.0804,0.303,105.013,audio_features,spotify:track:66aoMO408FA4pLR2xWVH3f,https://api.spotify.com/v1/tracks/66aoMO408FA4pLR2xWVH3f,https://api.spotify.com/v1/audio-analysis/66aoMO408FA4pLR2xWVH3f,230746,4
0,180OI8edz8CiWiRrwRlluO,My Last Day With You Friend,Worn-Tin,Four K,0.439,0.445,7,-8.392,1,0.0375,0.624,1.49e-05,0.108,0.224,106.325,audio_features,spotify:track:180OI8edz8CiWiRrwRlluO,https://api.spotify.com/v1/tracks/180OI8edz8CiWiRrwRlluO,https://api.spotify.com/v1/audio-analysis/180OI8edz8CiWiRrwRlluO,235286,3
1,476QHG5G8xxNI9VHTBFfjp,Ghostride,Crumb,Four K,0.665,0.35,2,-9.426,1,0.028,0.508,0.83,0.109,0.467,87.061,audio_features,spotify:track:476QHG5G8xxNI9VHTBFfjp,https://api.spotify.com/v1/tracks/476QHG5G8xxNI9VHTBFfjp,https://api.spotify.com/v1/audio-analysis/476QHG5G8xxNI9VHTBFfjp,126120,4
2,4IroNECciKcq3M2QtSTus7,Playground,Steve Lacy,Four K,0.482,0.788,7,-6.309,1,0.0425,0.113,0.00437,0.344,0.854,191.776,audio_features,spotify:track:4IroNECciKcq3M2QtSTus7,https://api.spotify.com/v1/tracks/4IroNECciKcq3M2QtSTus7,https://api.spotify.com/v1/audio-analysis/4IroNECciKcq3M2QtSTus7,213798,4
3,2lTtnKQgjbrBA1qnOFhBkP,affection,BETWEEN FRIENDS,Four K,0.273,0.565,2,-7.283,1,0.248,0.516,1.68e-06,0.0855,0.298,179.518,audio_features,spotify:track:2lTtnKQgjbrBA1qnOFhBkP,https://api.spotify.com/v1/tracks/2lTtnKQgjbrBA1qnOFhBkP,https://api.spotify.com/v1/audio-analysis/2lTtnKQgjbrBA1qnOFhBkP,235226,4
4,6Kt1OrgpAZusv2FtlgaVzn,PS2,Litany,Four K,0.818,0.326,9,-9.705,1,0.0387,0.093,0.0218,0.261,0.531,120.027,audio_features,spotify:track:6Kt1OrgpAZusv2FtlgaVzn,https://api.spotify.com/v1/tracks/6Kt1OrgpAZusv2FtlgaVzn,https://api.spotify.com/v1/audio-analysis/6Kt1OrgpAZusv2FtlgaVzn,257678,4
5,49X4TyM1BB1Xmw4P8moJ6p,We Talk all the Time,The Japanese House,Four K,0.685,0.623,11,-7.124,1,0.0509,0.11,0.00121,0.148,0.446,89.999,audio_features,spotify:track:49X4TyM1BB1Xmw4P8moJ6p,https://api.spotify.com/v1/tracks/49X4TyM1BB1Xmw4P8moJ6p,https://api.spotify.com/v1/audio-analysis/49X4TyM1BB1Xmw4P8moJ6p,195315,4
6,4UADR6fNQfx4fxkiRQvSy2,Pristine,Snail Mail,Four K,0.483,0.695,0,-5.493,1,0.0313,0.00461,0.000661,0.102,0.294,126.212,audio_features,spotify:track:4UADR6fNQfx4fxkiRQvSy2,https://api.spotify.com/v1/tracks/4UADR6fNQfx4fxkiRQvSy2,https://api.spotify.com/v1/audio-analysis/4UADR6fNQfx4fxkiRQvSy2,295333,4
7,6KKHXbJtnJPjla3V49YPac,"Prune, You Talk Funny",Gus Dapperton,Four K,0.57,0.75,10,-7.193,0,0.0383,0.0177,0.00247,0.197,0.578,140.063,audio_features,spotify:track:6KKHXbJtnJPjla3V49YPac,https://api.spotify.com/v1/tracks/6KKHXbJtnJPjla3V49YPac,https://api.spotify.com/v1/audio-analysis/6KKHXbJtnJPjla3V49YPac,212701,4
8,3NEeKJm8LcdaDG98oZwSZx,All My Happiness is Gone,Purple Mountains,Four K,0.505,0.746,7,-7.793,1,0.0271,0.00165,0.0455,0.266,0.723,138.131,audio_features,spotify:track:3NEeKJm8LcdaDG98oZwSZx,https://api.spotify.com/v1/tracks/3NEeKJm8LcdaDG98oZwSZx,https://api.spotify.com/v1/audio-analysis/3NEeKJm8LcdaDG98oZwSZx,260280,4
9,6SPOM20nWbQSBvTwzgIzqg,Charlie,Mallrat,Four K,0.631,0.605,7,-6.119,1,0.029,0.214,5.42e-06,0.107,0.397,115.05,audio_features,spotify:track:6SPOM20nWbQSBvTwzgIzqg,https://api.spotify.com/v1/tracks/6SPOM20nWbQSBvTwzgIzqg,https://api.spotify.com/v1/audio-analysis/6SPOM20nWbQSBvTwzgIzqg,190764,4
10,1uP8UVMXcTJn28TbhfR2Wo,Paul,Big Thief,Four K,0.483,0.263,11,-11.541,1,0.0401,0.199,0.000306,0.109,0.166,123.453,audio_features,spotify:track:1uP8UVMXcTJn28TbhfR2Wo,https://api.spotify.com/v1/tracks/1uP8UVMXcTJn28TbhfR2Wo,https://api.spotify.com/v1/audio-analysis/1uP8UVMXcTJn28TbhfR2Wo,183895,4
11,2AF5Kzxb4pz7j79Ity84pP,Night Shift,Lucy Dacus,Four K,0.48,0.31,9,-7.887,1,0.0258,0.312,1.47e-05,0.113,0.16,86.149,audio_features,spotify:track:2AF5Kzxb4pz7j79Ity84pP,https://api.spotify.com/v1/tracks/2AF5Kzxb4pz7j79Ity84pP,https://api.spotify.com/v1/audio-analysis/2AF5Kzxb4pz7j79Ity84pP,391829,4
12,6LxcPUqx6noURdA5qc4BAT,Motion Sickness,Phoebe Bridgers,Four K,0.652,0.545,1,-9.021,1,0.0358,0.774,0.0428,0.0847,0.626,107.019,audio_features,spotify:track:6LxcPUqx6noURdA5qc4BAT,https://api.spotify.com/v1/tracks/6LxcPUqx6noURdA5qc4BAT,https://api.spotify.com/v1/audio-analysis/6LxcPUqx6noURdA5qc4BAT,229760,4
13,0EDQwboQDmswDRn58wcslg,Kingston,Faye Webster,Four K,0.729,0.344,10,-9.541,0,0.0395,0.138,0.00107,0.134,0.543,142.13,audio_features,spotify:track:0EDQwboQDmswDRn58wcslg,https://api.spotify.com/v1/tracks/0EDQwboQDmswDRn58wcslg,https://api.spotify.com/v1/audio-analysis/0EDQwboQDmswDRn58wcslg,202160,4
14,1CBINtFmLTRpCemz6woBbL,just cuz you can't,PRONOUN,Four K,0.426,0.903,6,-8.815,1,0.0685,0.00609,0.305,0.27,0.605,160.125,audio_features,spotify:track:1CBINtFmLTRpCemz6woBbL,https://api.spotify.com/v1/tracks/1CBINtFmLTRpCemz6woBbL,https://api.spotify.com/v1/audio-analysis/1CBINtFmLTRpCemz6woBbL,195000,4
15,5X8FVIy9iaXoDEiIlCjcmp,Teenage Headache Dreams (with Ellie Rowsell),Mura Masa,Four K,0.347,0.411,6,-8.071,1,0.0414,0.0181,0.636,0.0975,0.395,171.991,audio_features,spotify:track:5X8FVIy9iaXoDEiIlCjcmp,https://api.spotify.com/v1/tracks/5X8FVIy9iaXoDEiIlCjcmp,https://api.spotify.com/v1/audio-analysis/5X8FVIy9iaXoDEiIlCjcmp,283013,4
