,id,name,artist,artist id,playlist id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,abstract beats,abstract hip hop,aesthetic rap,afrofuturism,ai,alabama indie,alabama rap,alt z,alternative americana,alternative country,alternative dance,alternative emo,alternative hip hop,alternative r&b,alternative rock,ambeat,ambient folk,ambient house,ambient idm,ambient pop,ambient post-rock,ambient techno,anthem emo,anti-folk,art pop,art rock,asheville indie,atl hip hop,atl trap,atlanta indie,auckland indie,aussietronica,austin americana,austin hip hop,austindie,australian alternative rock,australian dance,australian electropop,australian garage punk,australian hip hop,australian house,australian indie,australian pop,australian post-punk,australian psych,baltimore indie,baroque pop,bass house,bass trap,baton rouge rap,battle rap,bay area indie,bedroom pop,bedroom soul,boom bap,boston electronic,boston hip hop,boy band,brazilian house,brazilian indie,bristol electronic,british singer-songwriter,british soul,britpop,broken beat,brooklyn indie,brostep,bubble trance,bubblegrunge,buffalo hip hop,cali rap,cambridgeshire indie,canadian contemporary r&b,canadian electronic,canadian electropop,canadian hip hop,canadian house,canadian pop,canadian trap,chamber pop,chamber psych,channel islands indie,charlotte nc indie,charlottesville indie,chicago indie,chicago rap,chill pop,chill r&b,chillhop,chillstep,chillwave,classic house,classic progressive house,cleveland indie,cologne electronic,colombian indie,complextro,conscious hip hop,crunk,dance pop,dance-punk,danish electronic,danish electropop,danish indie,dark disco,dark minimal techno,dark progressive house,dark trap,deconstructed club,deep disco house,deep euro house,deep groove house,deep house,deep new americana,deep soul house,deep southern trap,deep tech house,deep techno,deep tropical house,deep underground hip hop,deep uplifting trance,destroy techno,detroit hip hop,detroit indie,dirty south rap,disco,disco house,dmv rap,downtempo,dream pop,dreamo,drill,dutch hip hop,dutch indie,dutch indie rock,dutch pop,dutch rap pop,east coast hip hop,ecuadorian indie,edm,edmonton indie,electra,electro house,electro-pop francais,electroclash,electronic trap,electronica,electropop,emo rap,english indie rock,escape room,ethnotronica,eugene indie,experimental,experimental hip hop,experimental house,experimental pop,experimental r&b,filter house,filthstep,finnish edm,finnish electro,float house,focus beats,focus trance,folk punk,folk-pop,folktronica,footwork,frankfurt electronic,freak folk,french indie pop,french indietronica,french psychedelic,french shoegaze,french synthpop,french tech house,funk,funky house,funky tech house,future bass,future funk,future garage,gangster rap,garage psych,garage rock revival,gauze pop,german dance,german dark minimal techno,german house,german indie,german indie rock,german tech house,german techno,glitch,greek house,halftime dnb,hamburg electronic,hardcore hip hop,hardcore techno,high-tech minimal,hip hop,hip-hop experimental,house,hyperpop,icelandic indie,indian electronic,indian indie,indiana hip hop,indie anthem-folk,indie electropop,indie folk,indie garage rock,indie hip hop,indie jazz,indie pop,indie poptimism,indie punk,indie quebecois,indie r&b,indie rock,indie shoegaze,indie soul,indie surf,indietronica,israeli pop,israeli techno,italian techno,jamtronica,japanese chillhop,jazz boom bap,jazz funk,jazz pop,jazz rap,jazztronica,kawaii future bass,kiwi rock,korean dream pop,la indie,la pop,laboratorio,latin tech house,latintronica,leipzig electronic,lgbtq+ hip hop,liverpool indie,livetronica,lo-fi beats,lo-fi cover,lo-fi house,lo-fi indie,lo-fi jazzhop,london indie,mellow gold,melodic rap,melodic techno,memphis hip hop,metropopolis,microhouse,minimal melodic techno,minimal tech house,minimal techno,minnesota hip hop,modern alternative pop,modern alternative rock,modern folk rock,modern indie pop,modern jangle pop,modern rock,montreal indie,munich electronic,neo mellow,neo soul,neo-psychedelic,new beat,new delhi indie,new french touch,new jersey indie,new jersey rap,new rave,nice indie,ninja,north carolina hip hop,nu disco,nz pop,ohio hip hop,okc indie,old school atlanta hip hop,organic electronic,organic house,orlando indie,outsider house,oxford indie,philly rap,phonk,pinoy r&b,pittsburgh rap,plugg,pop,pop dance,pop edm,pop electronico,pop rap,pop soul,popping,portland hip hop,portland indie,post-disco,post-teen pop,progressive breaks,progressive electro house,progressive house,progressive trance house,psychedelic hip hop,psychedelic soul,r&b,rap,rock,scottish electronic,seattle hip hop,serbian electronic,shimmer pop,shiver pop,slap house,small room,soft rock,soul,soul flow,south african electronic,southern hip hop,spanish techno,stockholm indie,stomp and holler,swedish electronic,swedish house,swiss house,swiss techno,sydney indie,tech house,techno,tennessee hip hop,trance,trap,trap beats,trap queen,trap soul,tropical house,uk alternative hip hop,uk alternative pop,uk contemporary r&b,uk dance,uk hip hop,uk house,uk pop,uk tech house,underground hip hop,underground rap,vapor pop,vapor soul,vapor twitch,vaporwave,vienna indie,viral rap,vocal house,wave,wonky
521,4Yyt2HKP1yrAdKj4kyrDdc,Porchlight And Rocking Chairs - KiNK Remix,Jimpster,2pfHsO54AOejDlJqtXnS85,Loss for words,0.639,0.793,7,-6.644,1,0.0455,0.0359,5.68e-06,0.12,0.19,120.016,audio_features,spotify:track:4Yyt2HKP1yrAdKj4kyrDdc,https://api.spotify.com/v1/tracks/4Yyt2HKP1yrAdKj4kyrDdc,https://api.spotify.com/v1/audio-analysis/4Yyt2HKP1yrAdKj4kyrDdc,420926,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,3de3pLWU48fpTNlSuM6tyR,Adieu,Tchami,1KpCi9BOfviCVhmpI4G2sY,Loss for words,0.718,0.747,11,-4.932,0,0.0409,0.0464,0.641,0.0772,0.325,125.982,audio_features,spotify:track:3de3pLWU48fpTNlSuM6tyR,https://api.spotify.com/v1/tracks/3de3pLWU48fpTNlSuM6tyR,https://api.spotify.com/v1/audio-analysis/3de3pLWU48fpTNlSuM6tyR,413333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,2TuHTou8x5N7rPMVm1fLAg,Many Rivers,Booka Shade,2CKaDZ1Yo8YnWega9IeUzB,Loss for words,0.735,0.514,11,-10.68,0,0.0591,0.00114,0.528,0.131,0.484,123.993,audio_features,spotify:track:2TuHTou8x5N7rPMVm1fLAg,https://api.spotify.com/v1/tracks/2TuHTou8x5N7rPMVm1fLAg,https://api.spotify.com/v1/audio-analysis/2TuHTou8x5N7rPMVm1fLAg,309000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,453inLjYtC8HFhk5I0lUzr,Dark Hadou,Da-P,4PKHlnz8cQ79kQ6kd3GufJ,Loss for words,0.639,0.653,10,-9.734,0,0.0565,0.0725,0.368,0.165,0.123,119.875,audio_features,spotify:track:453inLjYtC8HFhk5I0lUzr,https://api.spotify.com/v1/tracks/453inLjYtC8HFhk5I0lUzr,https://api.spotify.com/v1/audio-analysis/453inLjYtC8HFhk5I0lUzr,218044,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,3zeUsBriXyndNol039cCFE,Essex,Su Na,3GZowazH5ZdOUanJadDd4s,Loss for words,0.819,0.321,1,-15.578,1,0.12,0.466,0.855,0.102,0.111,128.046,audio_features,spotify:track:3zeUsBriXyndNol039cCFE,https://api.spotify.com/v1/tracks/3zeUsBriXyndNol039cCFE,https://api.spotify.com/v1/audio-analysis/3zeUsBriXyndNol039cCFE,129675,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,2IezQkO86sIznt6jbVa4j8,Back When (1997),DROELOE,0u18Cq5stIQLUoIaULzDmA,Loss for words,0.679,0.394,10,-9.748,0,0.0411,0.0314,0.817,0.111,0.037,130.042,audio_features,spotify:track:2IezQkO86sIznt6jbVa4j8,https://api.spotify.com/v1/tracks/2IezQkO86sIznt6jbVa4j8,https://api.spotify.com/v1/audio-analysis/2IezQkO86sIznt6jbVa4j8,154615,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,7tW2TN5ZDVxh1gGDcYOdix,Lifeboat,Gallago,1fhwDatVdLS9Y7IpP0jfK6,Loss for words,0.786,0.612,10,-9.458,1,0.0548,0.0866,0.127,0.099,0.201,124.009,audio_features,spotify:track:7tW2TN5ZDVxh1gGDcYOdix,https://api.spotify.com/v1/tracks/7tW2TN5ZDVxh1gGDcYOdix,https://api.spotify.com/v1/audio-analysis/7tW2TN5ZDVxh1gGDcYOdix,286937,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,0iALOYqXaVoluUIsSyDAny,On Hold - Jamie xx Remix,The xx,3iOvXCl6edW5Um0fXEBRXy,Loss for words,0.759,0.909,0,-7.85,0,0.0373,0.302,0.842,0.0998,0.47,128.189,audio_features,spotify:track:0iALOYqXaVoluUIsSyDAny,https://api.spotify.com/v1/tracks/0iALOYqXaVoluUIsSyDAny,https://api.spotify.com/v1/audio-analysis/0iALOYqXaVoluUIsSyDAny,371533,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,6OIRfhT6SenII2Jx7gCFTy,Lost Signal,Gallago,1fhwDatVdLS9Y7IpP0jfK6,Loss for words,0.719,0.657,1,-10.105,1,0.0464,0.000472,0.182,0.103,0.0784,120.005,audio_features,spotify:track:6OIRfhT6SenII2Jx7gCFTy,https://api.spotify.com/v1/tracks/6OIRfhT6SenII2Jx7gCFTy,https://api.spotify.com/v1/audio-analysis/6OIRfhT6SenII2Jx7gCFTy,322507,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,5EGJ7e7frJjYja6H4afzoT,Bambro Koyo Ganda,Bonobo,0cmWgDlu9CwTgxPhf403hb,Loss for words,0.723,0.571,1,-10.22,1,0.0572,0.21,0.334,0.133,0.185,115.518,audio_features,spotify:track:5EGJ7e7frJjYja6H4afzoT,https://api.spotify.com/v1/tracks/5EGJ7e7frJjYja6H4afzoT,https://api.spotify.com/v1/audio-analysis/5EGJ7e7frJjYja6H4afzoT,302428,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,2JX7chMzReZEN7iGwzC72l,boleta,expand or expire.,0EXh9SDo2loPahW6MKadUW,Loss for words,0.726,0.86,1,-7.085,1,0.0518,0.0154,0.126,0.271,0.698,125.024,audio_features,spotify:track:2JX7chMzReZEN7iGwzC72l,https://api.spotify.com/v1/tracks/2JX7chMzReZEN7iGwzC72l,https://api.spotify.com/v1/audio-analysis/2JX7chMzReZEN7iGwzC72l,149280,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,19Ml0EilJ56JSqQi56J7YB,Something New,Getter,3QryVD03gGZOLQQXjy3EoA,Loss for words,0.67,0.702,6,-2.143,0,0.0941,0.0551,0.103,0.341,0.122,90.017,audio_features,spotify:track:19Ml0EilJ56JSqQi56J7YB,https://api.spotify.com/v1/tracks/19Ml0EilJ56JSqQi56J7YB,https://api.spotify.com/v1/audio-analysis/19Ml0EilJ56JSqQi56J7YB,242667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
