,id,name,artist,artist id,playlist id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,abstract beats,abstract hip hop,aesthetic rap,afrofuturism,ai,alabama indie,alabama rap,alt z,alternative americana,alternative country,alternative dance,alternative emo,alternative hip hop,alternative r&b,alternative rock,ambeat,ambient folk,ambient house,ambient idm,ambient pop,ambient post-rock,ambient techno,anthem emo,anti-folk,art pop,art rock,asheville indie,atl hip hop,atl trap,atlanta indie,auckland indie,aussietronica,austin americana,austin hip hop,austindie,australian alternative rock,australian dance,australian electropop,australian garage punk,australian hip hop,australian house,australian indie,australian pop,australian post-punk,australian psych,baltimore indie,baroque pop,bass house,bass trap,baton rouge rap,battle rap,bay area indie,bedroom pop,bedroom soul,boom bap,boston electronic,boston hip hop,boy band,brazilian house,brazilian indie,bristol electronic,british singer-songwriter,british soul,britpop,broken beat,brooklyn indie,brostep,bubble trance,bubblegrunge,buffalo hip hop,cali rap,cambridgeshire indie,canadian contemporary r&b,canadian electronic,canadian electropop,canadian hip hop,canadian house,canadian pop,canadian trap,chamber pop,chamber psych,channel islands indie,charlotte nc indie,charlottesville indie,chicago indie,chicago rap,chill pop,chill r&b,chillhop,chillstep,chillwave,classic house,classic progressive house,cleveland indie,cologne electronic,colombian indie,complextro,conscious hip hop,crunk,dance pop,dance-punk,danish electronic,danish electropop,danish indie,dark disco,dark minimal techno,dark progressive house,dark trap,deconstructed club,deep disco house,deep euro house,deep groove house,deep house,deep new americana,deep soul house,deep southern trap,deep tech house,deep techno,deep tropical house,deep underground hip hop,deep uplifting trance,destroy techno,detroit hip hop,detroit indie,dirty south rap,disco,disco house,dmv rap,downtempo,dream pop,dreamo,drill,dutch hip hop,dutch indie,dutch indie rock,dutch pop,dutch rap pop,east coast hip hop,ecuadorian indie,edm,edmonton indie,electra,electro house,electro-pop francais,electroclash,electronic trap,electronica,electropop,emo rap,english indie rock,escape room,ethnotronica,eugene indie,experimental,experimental hip hop,experimental house,experimental pop,experimental r&b,filter house,filthstep,finnish edm,finnish electro,float house,focus beats,focus trance,folk punk,folk-pop,folktronica,footwork,frankfurt electronic,freak folk,french indie pop,french indietronica,french psychedelic,french shoegaze,french synthpop,french tech house,funk,funky house,funky tech house,future bass,future funk,future garage,gangster rap,garage psych,garage rock revival,gauze pop,german dance,german dark minimal techno,german house,german indie,german indie rock,german tech house,german techno,glitch,greek house,halftime dnb,hamburg electronic,hardcore hip hop,hardcore techno,high-tech minimal,hip hop,hip-hop experimental,house,hyperpop,icelandic indie,indian electronic,indian indie,indiana hip hop,indie anthem-folk,indie electropop,indie folk,indie garage rock,indie hip hop,indie jazz,indie pop,indie poptimism,indie punk,indie quebecois,indie r&b,indie rock,indie shoegaze,indie soul,indie surf,indietronica,israeli pop,israeli techno,italian techno,jamtronica,japanese chillhop,jazz boom bap,jazz funk,jazz pop,jazz rap,jazztronica,kawaii future bass,kiwi rock,korean dream pop,la indie,la pop,laboratorio,latin tech house,latintronica,leipzig electronic,lgbtq+ hip hop,liverpool indie,livetronica,lo-fi beats,lo-fi cover,lo-fi house,lo-fi indie,lo-fi jazzhop,london indie,mellow gold,melodic rap,melodic techno,memphis hip hop,metropopolis,microhouse,minimal melodic techno,minimal tech house,minimal techno,minnesota hip hop,modern alternative pop,modern alternative rock,modern folk rock,modern indie pop,modern jangle pop,modern rock,montreal indie,munich electronic,neo mellow,neo soul,neo-psychedelic,new beat,new delhi indie,new french touch,new jersey indie,new jersey rap,new rave,nice indie,ninja,north carolina hip hop,nu disco,nz pop,ohio hip hop,okc indie,old school atlanta hip hop,organic electronic,organic house,orlando indie,outsider house,oxford indie,philly rap,phonk,pinoy r&b,pittsburgh rap,plugg,pop,pop dance,pop edm,pop electronico,pop rap,pop soul,popping,portland hip hop,portland indie,post-disco,post-teen pop,progressive breaks,progressive electro house,progressive house,progressive trance house,psychedelic hip hop,psychedelic soul,r&b,rap,rock,scottish electronic,seattle hip hop,serbian electronic,shimmer pop,shiver pop,slap house,small room,soft rock,soul,soul flow,south african electronic,southern hip hop,spanish techno,stockholm indie,stomp and holler,swedish electronic,swedish house,swiss house,swiss techno,sydney indie,tech house,techno,tennessee hip hop,trance,trap,trap beats,trap queen,trap soul,tropical house,uk alternative hip hop,uk alternative pop,uk contemporary r&b,uk dance,uk hip hop,uk house,uk pop,uk tech house,underground hip hop,underground rap,vapor pop,vapor soul,vapor twitch,vaporwave,vienna indie,viral rap,vocal house,wave,wonky
311,26FB3QR46zBbkp1yX4GI4b,B.F.O.D.A.A.S.,Mall Grab,7yF6JnFPDzgml2Ytkyl5D7,DONNA,0.761,0.843,8,-4.672,0,0.0527,0.00851,0.892,0.11,0.716,120.987,audio_features,spotify:track:26FB3QR46zBbkp1yX4GI4b,https://api.spotify.com/v1/tracks/26FB3QR46zBbkp1yX4GI4b,https://api.spotify.com/v1/audio-analysis/26FB3QR46zBbkp1yX4GI4b,381654,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,4sWJCVOn705QUBCDt81bPB,O'Neal,Baltra,2tEyBfwGBfQgLXeAJW0MgC,DONNA,0.877,0.579,5,-11.503,0,0.521,0.548,0.881,0.111,0.632,125.984,audio_features,spotify:track:4sWJCVOn705QUBCDt81bPB,https://api.spotify.com/v1/tracks/4sWJCVOn705QUBCDt81bPB,https://api.spotify.com/v1/audio-analysis/4sWJCVOn705QUBCDt81bPB,354286,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,4dH4F4QwQcisqbDtn0RcRC,Hollow,FABS#,68hoA2k750pkJvpJusE5ft,DONNA,0.804,0.853,8,-10.121,1,0.0502,1.88e-05,0.829,0.0767,0.859,123.98,audio_features,spotify:track:4dH4F4QwQcisqbDtn0RcRC,https://api.spotify.com/v1/tracks/4dH4F4QwQcisqbDtn0RcRC,https://api.spotify.com/v1/audio-analysis/4dH4F4QwQcisqbDtn0RcRC,363872,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,2Vt5yfzBBsYwy8z525XbMr,My Own Thang,Walker & Royce,1lAwVq9MxNJkB0dEY6xNoV,DONNA,0.956,0.398,1,-8.748,1,0.168,0.00595,0.00129,0.0968,0.391,125.007,audio_features,spotify:track:2Vt5yfzBBsYwy8z525XbMr,https://api.spotify.com/v1/tracks/2Vt5yfzBBsYwy8z525XbMr,https://api.spotify.com/v1/audio-analysis/2Vt5yfzBBsYwy8z525XbMr,277934,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0zlTLKnLY5hYur9w2hPLqB,Wiggly Worm,Billy Kenny,4vOWtH59x00IhY805tdf74,DONNA,0.808,0.428,10,-9.358,1,0.0563,0.000596,0.787,0.0519,0.434,123.002,audio_features,spotify:track:0zlTLKnLY5hYur9w2hPLqB,https://api.spotify.com/v1/tracks/0zlTLKnLY5hYur9w2hPLqB,https://api.spotify.com/v1/audio-analysis/0zlTLKnLY5hYur9w2hPLqB,312702,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,6yzeQx4Eznsp9Fckx3P5A9,YTO - OMNOM's 4am Remix,J. Worra,4q0N3EI67tVnAeeaXbNQIj,DONNA,0.839,0.591,6,-7.596,1,0.0658,0.103,0.104,0.149,0.38,125.018,audio_features,spotify:track:6yzeQx4Eznsp9Fckx3P5A9,https://api.spotify.com/v1/tracks/6yzeQx4Eznsp9Fckx3P5A9,https://api.spotify.com/v1/audio-analysis/6yzeQx4Eznsp9Fckx3P5A9,341760,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,2ZvW0yOrdHycJWal3ERDFT,Are You Not Afraid - J. Worra F No Remix,deadmau5,2CIMQHirSU0MQqyYHq0eOx,DONNA,0.963,0.789,9,-6.179,1,0.226,0.00521,0.111,0.041,0.849,123.992,audio_features,spotify:track:2ZvW0yOrdHycJWal3ERDFT,https://api.spotify.com/v1/tracks/2ZvW0yOrdHycJWal3ERDFT,https://api.spotify.com/v1/audio-analysis/2ZvW0yOrdHycJWal3ERDFT,300204,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2rz3oMxwfjlGsWGehdAj9C,Can't Help The Way That I Feel - David Penn Remix - Radio Edit,Sneaky Sound System,6ieVhWXtOmK6DO6dmX7Eko,DONNA,0.79,0.898,11,-5.998,1,0.0653,0.00126,0.696,0.105,0.527,124.012,audio_features,spotify:track:2rz3oMxwfjlGsWGehdAj9C,https://api.spotify.com/v1/tracks/2rz3oMxwfjlGsWGehdAj9C,https://api.spotify.com/v1/audio-analysis/2rz3oMxwfjlGsWGehdAj9C,209032,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,3pUIHp223RtmS92hgjw4g3,Mono Tono,Qubiko,7GklfVLAXAgRjh6Y0yOgMq,DONNA,0.848,0.744,8,-9.353,0,0.102,0.0171,0.876,0.411,0.613,122.02,audio_features,spotify:track:3pUIHp223RtmS92hgjw4g3,https://api.spotify.com/v1/tracks/3pUIHp223RtmS92hgjw4g3,https://api.spotify.com/v1/audio-analysis/3pUIHp223RtmS92hgjw4g3,314754,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,5xryoIVvbvCKufj8JKisGp,On Board (ABGT300WD),Dosem,0zmnkCTbAxYsZAMIqXEzfS,DONNA,0.606,0.695,1,-12.64,1,0.0409,0.0104,0.914,0.132,0.314,124.041,audio_features,spotify:track:5xryoIVvbvCKufj8JKisGp,https://api.spotify.com/v1/tracks/5xryoIVvbvCKufj8JKisGp,https://api.spotify.com/v1/audio-analysis/5xryoIVvbvCKufj8JKisGp,278573,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,53K056Ej2EBsE7vDiqsKDo,Go to Sleep,Alexander Aurel,6IISWtCeUiNuQ7jnsknnGF,DONNA,0.824,0.715,0,-7.66,1,0.0699,0.000132,0.764,0.0961,0.634,125.004,audio_features,spotify:track:53K056Ej2EBsE7vDiqsKDo,https://api.spotify.com/v1/tracks/53K056Ej2EBsE7vDiqsKDo,https://api.spotify.com/v1/audio-analysis/53K056Ej2EBsE7vDiqsKDo,385000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,7ANJG9L4qowXSz29Sei9cu,Projection - Original Mix,Dosem,0zmnkCTbAxYsZAMIqXEzfS,DONNA,0.797,0.815,11,-6.867,0,0.04,0.00174,0.942,0.0867,0.181,123.997,audio_features,spotify:track:7ANJG9L4qowXSz29Sei9cu,https://api.spotify.com/v1/tracks/7ANJG9L4qowXSz29Sei9cu,https://api.spotify.com/v1/audio-analysis/7ANJG9L4qowXSz29Sei9cu,375484,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
